expiry,T,kind,strike,mid,iv,yahoo_iv,moneyness,delta
2026-07-30,0.019178082191780823,put,758.0,20.369999999999997,0.16836261408735076,0.1420984228515625,1.0268191808281015,-0.8617205515666215
2026-07-30,0.019178082191780823,put,759.0,21.505000000000003,0.1802379807065307,0.20069158691406247,1.028173823546872,-0.8571541745292228
2026-07-30,0.019178082191780823,put,760.0,22.545,0.18794606288216853,0.2059405578613281,1.0295284662656425,-0.8584488551670382
2026-07-30,0.019178082191780823,put,762.0,24.28,0.18730063419387397,0.215828154296875,1.0322377517031838,-0.8806986825095056
2026-07-30,0.019178082191780823,put,763.0,25.28,0.1929209625482967,0.2215654016113281,1.0335923944219543,-0.8834625548618165
2026-07-31,0.021917808219178082,call,475.0,280.37,2.7461242717589487,2.606143621368408,0.6434552914160266,0.9014888440385687
2026-07-31,0.021917808219178082,call,490.0,248.92000000000002,1.1442842240054665,1.228519482421875,0.6637749321975853,0.9939524727518366
2026-07-31,0.021917808219178082,call,570.0,169.055,0.779027161113734,0.8447281152343749,0.7721463496992319,0.9894973788676068
2026-07-31,0.021917808219178082,call,580.0,159.125,0.7506073859881794,0.80664255859375,0.7856927768869377,0.9872742158978305
2026-07-31,0.021917808219178082,call,595.0,144.035,0.6511022304789911,0.7204617797851562,0.8060124176684965,0.9891397885507013
2026-07-31,0.021917808219178082,call,610.0,129.26,0.6354069922250434,0.6779817358398439,0.8263320584500552,0.9814604918713189
2026-07-31,0.021917808219178082,call,615.0,124.095,0.5741290055132806,0.6335485864257813,0.8331052720439082,0.9861610035421605
2026-07-31,0.021917808219178082,call,620.0,119.11,0.554561893798318,0.6118202880859377,0.839878485637761,0.9852946135884265
2026-07-31,0.021917808219178082,call,625.0,114.175,0.5460084881828263,0.59570716796875,0.846651699231614,0.9826315816618497
2026-07-31,0.021917808219178082,call,627.0,117.64500000000001,0.9563604879537063,0.9238288867187501,0.8493609846691551,0.8907651635103251
2026-07-31,0.021917808219178082,call,630.0,109.265,0.5400140834743573,0.5817912915039063,0.8534249128254668,0.9790388363151477
2026-07-31,0.021917808219178082,call,637.0,108.215,0.9147124917605673,0.8828747064208984,0.8629074118568609,0.8776841775843417
2026-07-31,0.021917808219178082,call,638.0,101.21000000000001,0.49208806442885134,0.5376022802734376,0.8642620545756315,0.9799039269121343
2026-07-31,0.021917808219178082,call,640.0,99.16499999999999,0.4740609871256573,0.523442265625,0.8669713400131727,0.9813504691444053
2026-07-31,0.021917808219178082,call,643.0,95.88,0.37304542021714376,0.6036416589355471,0.8710352681694845,0.9945317993660906
2026-07-31,0.021917808219178082,call,645.0,93.845,0.33864800459150896,0.5876506079101562,0.8737445536070256,0.996889544594799
2026-07-31,0.021917808219178082,call,646.0,109.84,1.2375586961794427,1.1798747061157226,0.8750991963257962,0.795300393804045
2026-07-31,0.021917808219178082,call,647.0,92.245,0.4562892011116707,0.5717816259765626,0.8764538390445668,0.9772428184200799
2026-07-31,0.021917808219178082,call,649.0,89.905,0.3605398499659801,0.5737347314453125,0.879163124482108,0.9929967778454494
2026-07-31,0.021917808219178082,call,650.0,89.265,0.44556756207666764,0.5572554040527344,0.8805177672008785,0.9759371217619123
2026-07-31,0.021917808219178082,call,653.0,103.465,1.1981677339350976,1.142277237854004,0.8845816953571903,0.7838864758878674
2026-07-31,0.021917808219178082,call,654.0,101.79,1.1685721794781088,1.1145063806152344,0.8859363380759608,0.7858182750706904
2026-07-31,0.021917808219178082,call,655.0,84.37,0.4375731598629958,0.5379684875488282,0.8872909807947315,0.9708130464565955
2026-07-31,0.021917808219178082,call,656.0,83.38499999999999,0.4348365199462076,0.538212625732422,0.8886456235135021,0.9699928336871086
2026-07-31,0.021917808219178082,call,657.0,82.245,0.4097434933021215,0.5211229528808592,0.8900002662322726,0.9754040152127719
2026-07-31,0.021917808219178082,call,659.0,80.25999999999999,0.4027955797577236,0.5118457019042968,0.8927095516698138,0.9743429534652548
2026-07-31,0.021917808219178082,call,660.0,79.295,0.4033468404474615,0.5065967309570312,0.8940641943885843,0.9726258932110851
2026-07-31,0.021917808219178082,call,661.0,78.36500000000001,0.408330248870224,0.5131884619140624,0.8954188371073549,0.969473720194627
2026-07-31,0.021917808219178082,call,662.0,77.39500000000001,0.4074630450532789,0.5084277673339843,0.8967734798261255,0.9679808060363961
2026-07-31,0.021917808219178082,call,663.0,76.38,0.4007727302687407,0.4936574072265626,0.8981281225448962,0.9683009135599948
2026-07-31,0.021917808219178082,call,664.0,75.495,0.4098665103953617,0.4982960327148438,0.8994827652636667,0.9634089993452001
2026-07-31,0.021917808219178082,call,665.0,74.28,0.3778391488198426,0.48242705078125003,0.9008374079824373,0.9720439830224783
2026-07-31,0.021917808219178082,call,666.0,73.57,0.4083095809204792,0.5070850073242188,0.9021920507012079,0.9598148739136709
2026-07-31,0.021917808219178082,call,667.0,72.41,0.38541195104153153,0.48376981079101566,0.9035466934199784,0.9658209022732793
2026-07-31,0.021917808219178082,call,669.0,70.03,0.3157786363489989,0.4691215197753906,0.9062559788575196,0.9841853792282397
2026-07-31,0.021917808219178082,call,670.0,69.44,0.3745409672547851,0.45703667968750006,0.9076106215762901,0.9635115229663381
2026-07-31,0.021917808219178082,call,671.0,68.465,0.372533278347865,0.4643608251953125,0.9089652642950607,0.9620756268827085
2026-07-31,0.021917808219178082,call,672.0,67.005,0.2969454046918189,0.4567925415039063,0.9103199070138314,0.9853976543732177
2026-07-31,0.021917808219178082,call,673.0,66.485,0.36502403576382975,0.4544732287597656,0.911674549732602,0.9604235577017024
2026-07-31,0.021917808219178082,call,674.0,65.48,0.3596381372309223,0.4405573522949219,0.9130291924513725,0.9602182529356327
2026-07-31,0.021917808219178082,call,675.0,64.445,0.3510290666419246,0.43567458862304687,0.9143838351701431,0.9613359646965077
2026-07-31,0.021917808219178082,call,677.0,61.87,0.22390027169094034,0.4244442321777344,0.9170931206076842,0.9960455643827436
2026-07-31,0.021917808219178082,call,678.0,61.55,0.34723134408679907,0.43018147949218755,0.9184477633264548,0.9553303130480305
2026-07-31,0.021917808219178082,call,679.0,60.565,0.3437495393144623,0.42566492309570314,0.9198024060452255,0.9541619663612225
2026-07-31,0.021917808219178082,call,680.0,59.489999999999995,0.3315356558764354,0.4096738720703125,0.921157048763996,0.9570042627512395
2026-07-31,0.021917808219178082,call,681.0,58.525000000000006,0.3300917868510477,0.4067442138671875,0.9225116914827666,0.9548823865505507
2026-07-31,0.021917808219178082,call,682.0,57.599999999999994,0.3321427013316138,0.4110166320800781,0.9238663342015372,0.9509523911065105
2026-07-31,0.021917808219178082,call,683.0,56.68,0.33411783624408964,0.40650007568359375,0.9252209769203078,0.9468501746949833
2026-07-31,0.021917808219178082,call,684.0,55.575,0.3199732179936461,0.39282833740234374,0.9265756196390783,0.9508772799825321
2026-07-31,0.021917808219178082,call,685.0,54.74,0.3289164111751135,0.39716179016113284,0.9279302623578489,0.9429200144079386
2026-07-31,0.021917808219178082,call,686.0,53.635000000000005,0.3152430118951044,0.3846497082519531,0.9292849050766195,0.9468407509142819
2026-07-31,0.021917808219178082,call,687.0,52.66,0.312304288173333,0.38049935913085936,0.93063954779539,0.9450027763208007
2026-07-31,0.021917808219178082,call,688.0,51.150000000000006,0.25432169257458803,0.37854625366210937,0.9319941905141607,0.9722154689177953
2026-07-31,0.021917808219178082,call,689.0,50.74,0.3085092030390267,0.3711000390625,0.9333488332329313,0.9398680019501241
2026-07-31,0.021917808219178082,call,690.0,49.855000000000004,0.3118482602934086,0.37390762817382805,0.9347034759517018,0.9339803399802479
2026-07-31,0.021917808219178082,call,691.0,48.83,0.3048635466417429,0.3656069299316406,0.9360581186704724,0.9341563898327887
2026-07-31,0.021917808219178082,call,692.0,48.1,0.3175967191806144,0.3770203900146484,0.937412761389243,0.9219242424307464
2026-07-31,0.021917808219178082,call,693.0,46.980000000000004,0.3045748393267382,0.36713279357910156,0.9387674041080136,0.9257390060465948
2026-07-31,0.021917808219178082,call,694.0,45.995,0.3002147593951767,0.3560245062255859,0.9401220468267841,0.9240226594795601
2026-07-31,0.021917808219178082,call,695.0,44.894999999999996,0.28840234188267466,0.34534346069335936,0.9414766895455547,0.9272805189121177
2026-07-31,0.021917808219178082,call,696.0,43.83,0.27880488630469535,0.3333196551513672,0.9428313322643254,0.9291741435519675
2026-07-31,0.021917808219178082,call,697.0,42.79,0.27087190206643647,0.3394231097412109,0.9441859749830959,0.9299898538683112
2026-07-31,0.021917808219178082,call,698.0,41.915000000000006,0.2738142018621108,0.3247748187255859,0.9455406177018665,0.9229104160798747
2026-07-31,0.021917808219178082,call,699.0,40.96,0.27127873687503945,0.3217841259765625,0.9468952604206371,0.9195749242522816
2026-07-31,0.021917808219178082,call,700.0,39.29,0.2159271707830979,0.24805439453125,0.9482499031394076,0.9561542058436909
2026-07-31,0.021917808219178082,call,701.0,39.120000000000005,0.2697985095238084,0.32758240783691406,0.9496045458581782,0.9095779319196571
2026-07-31,0.021917808219178082,call,702.0,38.004999999999995,0.25777518299525704,0.3186103295898437,0.9509591885769488,0.9133064532650472
2026-07-31,0.021917808219178082,call,703.0,37.305,0.26858971744743493,0.3122627368164062,0.9523138312957194,0.898376548735595
2026-07-31,0.021917808219178082,call,704.0,35.555,0.21849650732561132,0.2462843927001953,0.95366847401449,0.9347139867205162
2026-07-31,0.021917808219178082,call,705.0,34.584999999999994,0.21553212062829794,0.24231714721679687,0.9550231167332606,0.931587271478399
2026-07-31,0.021917808219178082,call,706.0,33.655,0.21509371312023967,0.2401199035644531,0.9563777594520312,0.9259356122802797
2026-07-31,0.021917808219178082,call,707.0,32.724999999999994,0.21430507246159552,0.23767852172851558,0.9577324021708017,0.9202514687943371
2026-07-31,0.021917808219178082,call,708.0,31.795,0.21320110650528576,0.23474886352539062,0.9590870448895723,0.9145168275963584
2026-07-31,0.021917808219178082,call,709.0,30.995,0.21885749227040502,0.23609162353515623,0.9604416876083429,0.9016457489948313
2026-07-31,0.021917808219178082,call,710.0,29.965,0.21174099367707258,0.23035437622070312,0.9617963303271134,0.9011865814902222
2026-07-31,0.021917808219178082,call,711.0,29.134999999999998,0.21472270546571515,0.23041541076660155,0.963150973045884,0.8900163760818811
2026-07-31,0.021917808219178082,call,712.0,28.145000000000003,0.20949928566238957,0.22571575073242187,0.9645056157646547,0.8870714772931095
2026-07-31,0.021917808219178082,call,713.0,27.365000000000002,0.21376919271361058,0.22669230346679686,0.9658602584834253,0.8735195641873094
2026-07-31,0.021917808219178082,call,714.0,26.479999999999997,0.21276706693561157,0.22449505981445309,0.9672149012021958,0.865187966151312
2026-07-31,0.021917808219178082,call,715.0,25.57,0.21043590227672523,0.2217485052490234,0.9685695439209664,0.8578898008867313
2026-07-31,0.021917808219178082,call,716.0,24.685000000000002,0.20886433694742218,0.21949022705078125,0.969924186639737,0.8493178099274437
2026-07-31,0.021917808219178082,call,717.0,23.795,0.20682330945060545,0.21607229248046872,0.9712788293585075,0.8408181921871453
2026-07-31,0.021917808219178082,call,718.0,22.85,0.20251430834543732,0.21192194335937498,0.9726334720772781,0.8344564712492446
2026-07-31,0.021917808219178082,call,719.0,21.990000000000002,0.2011053574013101,0.20972469970703123,0.9739881147960487,0.8242748658121184
2026-07-31,0.021917808219178082,call,720.0,21.27,0.20412283148435043,0.2108233215332031,0.9753427575148192,0.8085205849919972
2026-07-31,0.021917808219178082,call,721.0,20.375,0.20081016978758043,0.20752745605468748,0.9766974002335899,0.7994532956035012
2026-07-31,0.021917808219178082,call,722.0,19.475,0.19712970879934394,0.20343814147949218,0.9780520429523605,0.790254822000982
2026-07-31,0.021917808219178082,call,723.0,18.75,0.19862492862946637,0.20386538330078124,0.9794066856711311,0.7746896235074193
2026-07-31,0.021917808219178082,call,724.0,17.905,0.19604707491898918,0.20069158691406247,0.9807613283899016,0.7630952103969281
2026-07-31,0.021917808219178082,call,725.0,17.085,0.19391283605821155,0.1975788250732422,0.9821159711086722,0.7504102260668921
2026-07-31,0.021917808219178082,call,726.0,16.3,0.19244901915945337,0.1955036505126953,0.9834706138274428,0.7364130007647577
2026-07-31,0.021917808219178082,call,727.0,15.575,0.19226501134670074,0.19507640869140624,0.9848252565462133,0.7205734969479829
2026-07-31,0.021917808219178082,call,728.0,14.725000000000001,0.18833265719701286,0.19068192138671874,0.986179899264984,0.707763730210401
2026-07-31,0.021917808219178082,call,729.0,14.01,0.18765241716237072,0.18940019592285157,0.9875345419837546,0.691228164579369
2026-07-31,0.021917808219178082,call,730.0,13.315000000000001,0.18706515864609807,0.188210022277832,0.9888891847025251,0.674119672725835
2026-07-31,0.021917808219178082,call,731.0,12.6,0.18555705984546722,0.18689777954101564,0.9902438274212957,0.6572355156905951
2026-07-31,0.021917808219178082,call,732.0,11.8,0.1815744468312652,0.18207605041503905,0.9915984701400663,0.6414587492466792
2026-07-31,0.021917808219178082,call,733.0,11.11,0.17991613652803923,0.1805501867675781,0.9929531128588369,0.6233156041380717
2026-07-31,0.021917808219178082,call,734.0,10.415,0.17772492532270504,0.17798673583984376,0.9943077555776074,0.6048546734040099
2026-07-31,0.021917808219178082,call,735.0,9.809999999999999,0.17723362825055078,0.1767965621948242,0.995662398296378,0.585003265041528
2026-07-31,0.021917808219178082,call,736.0,9.14,0.17477019844319186,0.17347017944335938,0.9970170410151487,0.5654578124993186
2026-07-31,0.021917808219178082,call,737.0,8.57,0.17417813007505062,0.17237155761718753,0.9983716837339192,0.5448418713749622
2026-07-31,0.021917808219178082,call,738.0,7.955,0.17207905529429537,0.16996069305419925,0.9997263264526898,0.5241119389083673
2026-07-31,0.021917808219178082,call,739.0,7.365,0.1700809158949199,0.16779396667480473,1.0010809691714604,0.5028374879770671
2026-07-31,0.021917808219178082,call,740.0,6.725,0.16644450858066612,0.16407085937500002,1.002435611890231,0.4807968747018611
2026-07-31,0.021917808219178082,call,741.0,6.225,0.16551439369162715,0.16291120300292972,1.0037902546090016,0.45871415268964927
2026-07-31,0.021917808219178082,call,742.0,5.654999999999999,0.16244133878489736,0.15973740661621094,1.0051448973277721,0.4355850441353085
2026-07-31,0.021917808219178082,call,743.0,5.195,0.16137957656903987,0.15851671569824222,1.0064995400465426,0.41302584801664355
2026-07-31,0.021917808219178082,call,744.0,4.715,0.15929423016993474,0.15628895477294924,1.0078541827653134,0.38974327679974974
2026-07-31,0.021917808219178082,call,745.0,4.255,0.15709766572930875,0.1540001593017578,1.0092088254840839,0.36618202424762514
2026-07-31,0.021917808219178082,call,746.0,3.8200000000000003,0.15489526772466033,0.15155877746582033,1.0105634682028544,0.34249327652926187
2026-07-31,0.021917808219178082,call,747.0,3.375,0.15177839031537735,0.1485680847167969,1.011918110921625,0.317721173215466
2026-07-31,0.021917808219178082,call,748.0,3.035,0.1506949892732341,0.14710325561523438,1.0132727536403956,0.29542172844493736
2026-07-31,0.021917808219178082,call,749.0,2.6500000000000004,0.14773399525212053,0.1442346319580078,1.014627396359166,0.270958586191302
2026-07-31,0.021917808219178082,call,750.0,2.3449999999999998,0.14625648819105425,0.14252566467285155,1.0159820390779368,0.2489122377658347
2026-07-31,0.021917808219178082,call,751.0,2.0199999999999996,0.14344960898524808,0.13984014465332031,1.0173366817967073,0.225321893170969
2026-07-31,0.021917808219178082,call,752.0,1.755,0.14167106208809963,0.1378260046386719,1.0186913245154778,0.2039708254275328
2026-07-31,0.021917808219178082,call,753.0,1.5150000000000001,0.13993102897603274,0.1360560028076172,1.0200459672342486,0.18347043933588814
2026-07-31,0.021917808219178082,call,754.0,1.3050000000000002,0.1384483900213326,0.13453013916015627,1.021400609953019,0.16432184228386737
2026-07-31,0.021917808219178082,call,755.0,1.0950000000000002,0.1361176744933495,0.13221082641601564,1.0227552526717896,0.1446419503691947
2026-07-31,0.021917808219178082,call,756.0,0.925,0.13449961472900462,0.13050185913085935,1.0241098953905603,0.12731898458066943
2026-07-31,0.021917808219178082,call,757.0,0.765,0.1324125874498484,0.12842668457031248,1.0254645381093308,0.11031508883862273
